date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170710,3,3,0,OLD,20166967,3,트랜스포머: 최후의 기사,2017-06-21,45718400,1.8,-168791700,-78.7,21186717428,6203,-21410,-77.5,2573083,371,848
20170710,4,4,0,OLD,20158485,4,옥자,2017-06-29,42437500,1.7,-103596500,-70.9,1678084000,5864,-13322,-69.4,221009,83,256
20170710,5,5,0,NEW,20162869,5,택시운전사,2017-08-02,25236000,1.0,25236000,100,26838000,4036,4036,100,4218,8,12
20170710,6,6,1,OLD,20159647,6,리얼,2017-06-28,18284900,0.7,-16214000,-47,3247298130,2562,-1947,-43.2,450992,271,393
20170710,7,7,-2,OLD,20176961,7,지랄발광 17세,2017-06-28,18528000,0.7,-24310900,-56.7,583697100,2471,-2799,-53.1,73871,111,280
20170710,8,8,3,OLD,20176102,8,그 후,2017-07-06,8781000,0.3,-8057400,-47.9,80748508,1246,-857,-40.8,10424,147,243
20170710,9,9,3,OLD,20020186,9,헤드윅,2002-08-09,6293000,0.2,-9453200,-60,253277131,866,-1075,-55.4,32606,55,92
20170710,10,10,3,OLD,20174602,10,노무현입니다,2017-05-25,5739700,0.2,-7853700,-57.8,14476106412,856,-832,-49.3,1843179,60,94
20170711,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,2051712700,74.3,74446600,3.8,33501036624,267167,12543,4.9,4085737,1797,9249
20170711,2,2,0,OLD,20178982,2,박열,2017-06-28,322814100,11.7,9098300,2.9,14852696296,45160,1513,3.5,1931047,710,2904
20170711,3,3,2,OLD,20162869,3,택시운전사,2017-08-02,102167000,3.7,76931000,304.8,129005000,16990,12954,321,21208,83,89
20170711,4,4,0,OLD,20158485,4,옥자,2017-06-29,50751600,1.8,8314100,19.6,1728835600,6969,1105,18.8,227978,93,270
20170711,5,5,-2,OLD,20166967,5,트랜스포머: 최후의 기사,2017-06-21,49794500,1.8,4076100,8.9,21236511928,6793,590,9.5,2579876,382,863
20170711,6,6,17,OLD,20081056,6,다크 나이트,2008-08-06,28924500,1.0,26413000,1051.7,27092605000,3701,3396,1113.4,4091598,32,32
20170711,7,7,0,OLD,20176961,7,지랄발광 17세,2017-06-28,21480000,0.8,2952000,15.9,605177100,2869,398,16.1,76740,115,271
20170711,8,8,-2,OLD,20159647,8,리얼,2017-06-28,18665800,0.7,380900,2.1,3265963930,2693,131,5.1,453685,260,377
20170711,9,9,7,OLD,20177761,9,오즈: 신기한 마법가루,2017-07-20,11252000,0.4,7752000,221.5,14752000,1544,1044,208.8,2044,13,13
20170711,10,10,-2,OLD,20176102,10,그 후,2017-07-06,9949400,0.4,1168400,13.3,90697908,1431,185,14.8,11855,138,229
20170712,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,1644824300,67.8,-406888400,-19.8,35145860924,215812,-51355,-19.2,4301549,1705,8859
20170712,2,2,0,OLD,20178982,2,박열,2017-06-28,275712300,11.4,-47101800,-14.6,15128408596,39140,-6020,-13.3,1970187,653,2601
20170712,3,3,31,OLD,20177501,3,플립,2017-07-12,105250200,4.3,103506200,5935,113637400,14315,14097,6466.5,15297,186,634
20170712,4,4,42,OLD,20174801,4,내 사랑,2017-07-12,82833300,3.4,81889300,8674.7,124346200,11526,11421,10877.1,16831,175,591
20170712,5,5,1,OLD,20081056,5,다크 나이트,2008-08-06,64369900,2.7,35445400,122.5,27156974900,8474,4773,129,4100072,126,399
20170712,6,6,2,OLD,20159647,6,리얼,2017-06-28,34511500,1.4,15845700,84.9,3300475430,6373,3680,136.7,460058,182,243
20170712,7,7,-3,OLD,20158485,7,옥자,2017-06-29,42848400,1.8,-7903200,-15.6,1771684000,5949,-1020,-14.6,233927,92,257
20170712,8,8,-5,OLD,20162869,8,택시운전사,2017-08-02,28710000,1.2,-73457000,-71.9,157715000,4785,-12205,-71.8,25993,23,23
