rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,747597000,9.2,602410300,414.9,1430207000,97501,78513,413.5,195994,570,1487,2017-01-21,_K
4,4,0,OLD,20161725,마스터,2016-12-21,68094500,0.8,27198000,66.5,57895057365,7865,3082,64.4,7127598,243,378,2017-01-21,_K
5,5,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,5678600,0.1,2262100,66.2,107417100,723,266,58.2,13666,61,68,2017-01-21,_K
6,6,0,OLD,20144641,판도라,2016-12-07,2186000,0.0,-538000,-19.8,36039430064,380,-44,-10.4,4579113,17,20,2017-01-21,_K
7,7,1,OLD,20151181,여교사,2017-01-04,2914000,0.0,648000,28.6,934542460,345,66,23.7,113915,19,23,2017-01-21,_K
8,8,2,OLD,20160881,문영,2017-01-12,2456500,0.0,972000,65.5,39341299,298,96,47.5,5259,14,20,2017-01-21,_K
9,9,0,NEW,20168104,2017 한국영화아카데미 33기 졸업영화제 - B, ,1016000,0.0,1016000,100,1016000,254,254,100,254,2,2,2017-01-21,_K
10,9,0,NEW,20168086,2017 한국영화아카데미 33기 졸업영화제 - A, ,1016000,0.0,1016000,100,1016000,254,254,100,254,2,2,2017-01-21,_K
1,1,1,OLD,20165443,모아나,2017-01-12,1124354508,44.7,749700801,200.1,8633015607,141432,92910,191.5,1105521,715,1700,2017-01-21,_F
2,2,-1,OLD,20161872,너의 이름은.,2017-01-04,888981713,35.4,421208520,90,23865050556,107103,51145,91.4,2954749,605,1947,2017-01-21,_F
3,3,0,OLD,20167904,라라랜드,2016-12-07,162176713,6.5,66342120,69.2,25195681028,18699,7733,70.5,3007174,243,425,2017-01-21,_F
4,4,0,OLD,20168381,얼라이드,2017-01-11,125779900,5.0,46788900,59.2,3700272779,14237,5179,57.2,449581,300,537,2017-01-21,_F
5,5,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,64286200,2.6,21078800,48.8,199047900,5044,1765,53.8,15442,54,80,2017-01-21,_F
6,6,0,OLD,20163186,단지 세상의 끝,2017-01-18,21956100,0.9,5274000,31.6,84049600,2628,609,30.2,10606,114,163,2017-01-21,_F
7,7,0,OLD,20164421,어쌔신 크리드,2017-01-11,19426800,0.8,5329300,37.8,2853128821,2398,689,40.3,349948,168,202,2017-01-21,_F
8,8,1,OLD,20010130,빌리 엘리어트,2001-02-16,18578100,0.7,7173600,62.9,98199000,2190,795,57,13255,78,128,2017-01-21,_F
9,9,1,OLD,20162025,씽,2016-12-21,16028300,0.6,10304400,180,13235866089,2046,1263,161.3,1726456,42,51,2017-01-21,_F
10,10,-2,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,10836300,0.4,2603900,31.6,2662731000,1599,172,12.1,361568,60,68,2017-01-21,_F
1,1,0,OLD,20151229,더 킹,2017-01-18,4504282600,42.5,14176871,0.3,15371867429,525513,672,0.1,1852899,1289,5913,2017-01-22,
2,2,0,OLD,20151228,공조,2017-01-18,2967913800,28.0,157340708,5.6,9464480585,352228,18603,5.6,1153989,972,4120,2017-01-22,
3,3,0,OLD,20165443,모아나,2017-01-12,1177759800,11.1,53405292,4.7,9810775407,145485,4053,2.9,1251006,746,1772,2017-01-22,
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,810785300,7.7,-78196413,-8.8,24675835856,97603,-9500,-8.9,3052352,593,1866,2017-01-22,
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,626538700,5.9,-121058300,-16.2,2056745700,80707,-16794,-17.2,276701,567,1471,2017-01-22,
6,6,0,OLD,20167904,라라랜드,2016-12-07,142308400,1.3,-19868313,-12.3,25337989428,16278,-2421,-12.9,3023452,234,409,2017-01-22,
7,7,0,OLD,20168381,얼라이드,2017-01-11,106534900,1.0,-19245000,-15.3,3806807679,12089,-2148,-15.1,461670,289,488,2017-01-22,
8,8,0,OLD,20161725,마스터,2016-12-21,51594000,0.5,-16500500,-24.2,57946651365,5997,-1868,-23.8,7133595,229,346,2017-01-22,
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,58795600,0.6,-5490600,-8.5,257843500,4732,-312,-6.2,20174,56,79,2017-01-22,
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,22828200,0.2,872100,4,106877800,2713,85,3.2,13319,118,173,2017-01-22,
1,1,0,OLD,20151229,더 킹,2017-01-18,4504282600,55.1,14176871,0.3,15371867429,525513,672,0.1,1852899,1289,5913,2017-01-22,_K
2,2,0,OLD,20151228,공조,2017-01-18,2967913800,36.3,157340708,5.6,9464480585,352228,18603,5.6,1153989,972,4120,2017-01-22,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,626538700,7.7,-121058300,-16.2,2056745700,80707,-16794,-17.2,276701,567,1471,2017-01-22,_K
4,4,0,OLD,20161725,마스터,2016-12-21,51594000,0.6,-16500500,-24.2,57946651365,5997,-1868,-23.8,7133595,229,346,2017-01-22,_K
5,5,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,4859500,0.1,-819100,-14.4,112276600,576,-147,-20.3,14242,57,64,2017-01-22,_K
6,6,0,OLD,20144641,판도라,2016-12-07,2772500,0.0,586500,26.8,36042202564,471,91,23.9,4579584,18,20,2017-01-22,_K
7,7,6,OLD,20168088,2017 한국영화아카데미 33기 졸업영화제 - D, ,1280000,0.0,904000,240.4,1656000,320,226,240.4,414,1,2,2017-01-22,_K
8,8,4,OLD,20168087,2017 한국영화아카데미 33기 졸업영화제 - C, ,1016000,0.0,376000,58.8,1656000,254,94,58.8,414,2,2,2017-01-22,_K
9,9,-1,OLD,20160881,문영,2017-01-12,1713500,0.0,-743000,-30.2,41054799,212,-86,-28.9,5471,15,20,2017-01-22,_K
10,10,-3,OLD,20151181,여교사,2017-01-04,1481000,0.0,-1433000,-49.2,936023460,197,-148,-42.9,114112,20,22,2017-01-22,_K
1,1,0,OLD,20165443,모아나,2017-01-12,1177759800,48.5,53405292,4.7,9810775407,145485,4053,2.9,1251006,746,1772,2017-01-22,_F
2,2,0,OLD,20161872,너의 이름은.,2017-01-04,810785300,33.4,-78196413,-8.8,24675835856,97603,-9500,-8.9,3052352,593,1866,2017-01-22,_F
3,3,0,OLD,20167904,라라랜드,2016-12-07,142308400,5.9,-19868313,-12.3,25337989428,16278,-2421,-12.9,3023452,234,409,2017-01-22,_F
4,4,0,OLD,20168381,얼라이드,2017-01-11,106534900,4.4,-19245000,-15.3,3806807679,12089,-2148,-15.1,461670,289,488,2017-01-22,_F
5,5,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,58795600,2.4,-5490600,-8.5,257843500,4732,-312,-6.2,20174,56,79,2017-01-22,_F
6,6,0,OLD,20163186,단지 세상의 끝,2017-01-18,22828200,0.9,872100,4,106877800,2713,85,3.2,13319,118,173,2017-01-22,_F
7,7,0,OLD,20164421,어쌔신 크리드,2017-01-11,18037900,0.7,-1388900,-7.1,2871166721,2191,-207,-8.6,352139,155,179,2017-01-22,_F
8,8,0,OLD,20010130,빌리 엘리어트,2001-02-16,17096500,0.7,-1481600,-8,115295500,2007,-183,-8.4,15262,78,122,2017-01-22,_F
9,9,0,OLD,20162025,씽,2016-12-21,13927800,0.6,-2100500,-13.1,13249793889,1793,-253,-12.4,1728249,39,49,2017-01-22,_F
10,10,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,11702700,0.5,866400,8,2674433700,1668,69,4.3,363236,61,68,2017-01-22,_F
1,1,0,OLD,20151229,더 킹,2017-01-18,1243052400,38.7,-3261230200,-72.4,16614919829,163491,-362022,-68.9,2016390,1169,5524,2017-01-23,
2,2,0,OLD,20151228,공조,2017-01-18,1051594800,32.8,-1916319000,-64.6,10516075385,138338,-213890,-60.7,1292327,928,4117,2017-01-23,
3,3,0,OLD,20165443,모아나,2017-01-12,288374500,9.0,-889385300,-75.5,10099149907,40440,-105045,-72.2,1291446,637,1573,2017-01-23,
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,302182700,9.4,-508602600,-62.7,24978018556,40227,-57376,-58.8,3092579,558,1906,2017-01-23,
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,68650500,2.1,-557888200,-89,2125396200,9910,-70797,-87.7,286611,428,1023,2017-01-23,
6,6,0,OLD,20167904,라라랜드,2016-12-07,67812700,2.1,-74495700,-52.3,25405802128,8829,-7449,-45.8,3032281,247,444,2017-01-23,
7,7,0,OLD,20168381,얼라이드,2017-01-11,45852100,1.4,-60682800,-57,3852659779,6012,-6077,-50.3,467682,297,556,2017-01-23,
8,8,0,OLD,20161725,마스터,2016-12-21,19232200,0.6,-32361800,-62.7,57965883565,2564,-3433,-57.2,7136159,236,375,2017-01-23,
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,28532000,0.9,-30263600,-51.5,286375500,2180,-2552,-53.9,22354,56,88,2017-01-23,
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,11430200,0.4,-11398000,-49.9,118308000,1539,-1174,-43.3,14858,110,174,2017-01-23,
1,1,0,OLD,20151229,더 킹,2017-01-18,1243052400,51.9,-3261230200,-72.4,16614919829,163491,-362022,-68.9,2016390,1169,5524,2017-01-23,_K
2,2,0,OLD,20151228,공조,2017-01-18,1051594800,43.9,-1916319000,-64.6,10516075385,138338,-213890,-60.7,1292327,928,4117,2017-01-23,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,68650500,2.9,-557888200,-89,2125396200,9910,-70797,-87.7,286611,428,1023,2017-01-23,_K
4,4,0,OLD,20161725,마스터,2016-12-21,19232200,0.8,-32361800,-62.7,57965883565,2564,-3433,-57.2,7136159,236,375,2017-01-23,_K
5,5,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,3947000,0.2,-912500,-18.8,116223600,487,-89,-15.5,14729,57,66,2017-01-23,_K
6,6,0,NEW,20166421,재심,2017-02-15,1692000,0.1,1692000,100,1692000,282,282,100,282,1,1,2017-01-23,_K
7,7,0,NEW,20154342,뚜르: 내 생애 최고의 49일,2017-02-01,1386000,0.1,1386000,100,80948500,231,231,100,10237,1,1,2017-01-23,_K
8,8,2,OLD,20151181,여교사,2017-01-04,1317500,0.1,-163500,-11,937340960,182,-15,-7.6,114294,19,26,2017-01-23,_K
9,9,-3,OLD,20144641,판도라,2016-12-07,905000,0.0,-1867500,-67.4,36043107564,176,-295,-62.6,4579760,14,18,2017-01-23,_K
10,10,-1,OLD,20160881,문영,2017-01-12,963000,0.0,-750500,-43.8,42017799,129,-83,-39.2,5600,13,17,2017-01-23,_K
1,1,0,OLD,20165443,모아나,2017-01-12,288374500,35.4,-889385300,-75.5,10099149907,40440,-105045,-72.2,1291446,637,1573,2017-01-23,_F
2,2,0,OLD,20161872,너의 이름은.,2017-01-04,302182700,37.1,-508602600,-62.7,24978018556,40227,-57376,-58.8,3092579,558,1906,2017-01-23,_F
3,3,0,OLD,20167904,라라랜드,2016-12-07,67812700,8.3,-74495700,-52.3,25405802128,8829,-7449,-45.8,3032281,247,444,2017-01-23,_F
4,4,0,OLD,20168381,얼라이드,2017-01-11,45852100,5.6,-60682800,-57,3852659779,6012,-6077,-50.3,467682,297,556,2017-01-23,_F
5,5,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,28532000,3.5,-30263600,-51.5,286375500,2180,-2552,-53.9,22354,56,88,2017-01-23,_F
6,6,0,OLD,20163186,단지 세상의 끝,2017-01-18,11430200,1.4,-11398000,-49.9,118308000,1539,-1174,-43.3,14858,110,174,2017-01-23,_F
7,7,1,OLD,20010130,빌리 엘리어트,2001-02-16,9068600,1.1,-8027900,-47,124364100,1230,-777,-38.7,16492,72,127,2017-01-23,_F
8,8,-1,OLD,20164421,어쌔신 크리드,2017-01-11,7372900,0.9,-10665000,-59.1,2878539621,991,-1200,-54.8,353130,148,186,2017-01-23,_F
9,9,0,NEW,20167644,발레리나,2017-02-09,4192000,0.5,4192000,100,4256000,524,524,100,532,2,2,2017-01-23,_F
10,10,0,NEW,20168154,딥워터 호라이즌,2017-01-25,4048000,0.5,4048000,100,13904000,506,506,100,1809,3,3,2017-01-23,_F
1,1,0,OLD,20151229,더 킹,2017-01-18,1189158900,36.7,-53893500,-4.3,17804078729,156749,-6742,-4.1,2173139,1181,5500,2017-01-24,
2,2,0,OLD,20151228,공조,2017-01-18,1022534750,31.5,-29060050,-2.8,11538610135,135694,-2644,-1.9,1428021,955,4177,2017-01-24,
3,3,0,OLD,20165443,모아나,2017-01-12,346203000,10.7,57828500,20.1,10445352907,50077,9637,23.8,1341523,640,1593,2017-01-24,
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,308879700,9.5,6697000,2.2,25286898256,41488,1261,3.1,3134067,553,1913,2017-01-24,
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,75048900,2.3,6398400,9.3,2200445100,10875,965,9.7,297486,438,1023,2017-01-24,
6,6,0,OLD,20167904,라라랜드,2016-12-07,72091500,2.2,4278800,6.3,25477893628,9377,548,6.2,3041658,248,453,2017-01-24,
7,7,0,OLD,20168381,얼라이드,2017-01-11,47573400,1.5,1721300,3.8,3900233179,6427,415,6.9,474109,311,567,2017-01-24,
8,8,1,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,38506600,1.2,9974600,35,324882100,3037,857,39.3,25391,57,86,2017-01-24,
9,9,-1,OLD,20161725,마스터,2016-12-21,21024900,0.6,1792700,9.3,57986908465,2824,260,10.1,7138983,241,377,2017-01-24,
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,12343400,0.4,913200,8,130651400,1675,136,8.8,16533,114,175,2017-01-24,
1,1,0,OLD,20151229,더 킹,2017-01-18,1189158900,51.1,-53893500,-4.3,17804078729,156749,-6742,-4.1,2173139,1181,5500,2017-01-24,_K
2,2,0,OLD,20151228,공조,2017-01-18,1022534750,43.9,-29060050,-2.8,11538610135,135694,-2644,-1.9,1428021,955,4177,2017-01-24,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,75048900,3.2,6398400,9.3,2200445100,10875,965,9.7,297486,438,1023,2017-01-24,_K
4,4,0,OLD,20161725,마스터,2016-12-21,21024900,0.9,1792700,9.3,57986908465,2824,260,10.1,7138983,241,377,2017-01-24,_K
5,5,4,OLD,20144641,판도라,2016-12-07,5689000,0.2,4784000,528.6,36048796564,1051,875,497.2,4580811,16,22,2017-01-24,_K
6,6,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,3066000,0.1,-881000,-22.3,119289600,445,-42,-8.6,15174,58,67,2017-01-24,_K
7,7,0,NEW,20179481,사랑받지 못한 여자,2017-01-24,2081000,0.1,2081000,100,2081000,322,322,100,322,14,14,2017-01-24,_K
8,8,0,OLD,20151181,여교사,2017-01-04,2322500,0.1,1005000,76.3,939663460,306,124,68.1,114600,21,26,2017-01-24,_K
9,9,0,NEW,20158482,동주,2016-02-17,1710000,0.1,1710000,100,8890787089,285,285,100,1172926,3,3,2017-01-24,_K
10,10,0,OLD,20160881,문영,2017-01-12,1262000,0.1,299000,31,43279799,175,46,35.7,5775,15,23,2017-01-24,_K
1,1,0,OLD,20165443,모아나,2017-01-12,346203000,37.9,57828500,20.1,10445352907,50077,9637,23.8,1341523,640,1593,2017-01-24,_F
2,2,0,OLD,20161872,너의 이름은.,2017-01-04,308879700,33.9,6697000,2.2,25286898256,41488,1261,3.1,3134067,553,1913,2017-01-24,_F
3,3,0,OLD,20167904,라라랜드,2016-12-07,72091500,7.9,4278800,6.3,25477893628,9377,548,6.2,3041658,248,453,2017-01-24,_F
4,4,0,OLD,20168381,얼라이드,2017-01-11,47573400,5.2,1721300,3.8,3900233179,6427,415,6.9,474109,311,567,2017-01-24,_F
5,5,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,38506600,4.2,9974600,35,324882100,3037,857,39.3,25391,57,86,2017-01-24,_F
6,6,0,OLD,20163186,단지 세상의 끝,2017-01-18,12343400,1.4,913200,8,130651400,1675,136,8.8,16533,114,175,2017-01-24,_F
7,7,0,OLD,20010130,빌리 엘리어트,2001-02-16,11254300,1.2,2185700,24.1,135618400,1542,312,25.4,18034,75,136,2017-01-24,_F
8,8,0,OLD,20164421,어쌔신 크리드,2017-01-11,7306800,0.8,-66100,-0.9,2885846421,1002,11,1.1,354132,153,191,2017-01-24,_F
9,9,3,OLD,20162025,씽,2016-12-21,6013900,0.7,3015800,100.6,13258805889,983,556,130.2,1729659,32,36,2017-01-24,_F
10,10,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,5533000,0.6,2667000,93.1,2682832700,970,502,107.3,364674,46,48,2017-01-24,_F
1,1,0,OLD,20151229,더 킹,2017-01-18,1204847600,31.7,15688700,1.3,19008926329,199750,43001,27.4,2372889,1071,4658,2017-01-25,
2,2,0,OLD,20151228,공조,2017-01-18,1172426200,30.9,149891450,14.7,12711036335,193551,57857,42.6,1621572,987,4227,2017-01-25,
3,3,0,NEW,20168688,레지던트 이블: 파멸의 날,2017-01-25,475128400,12.5,475128400,100,478336400,71038,71038,100,71439,545,2068,2017-01-25,
4,4,-1,OLD,20165443,모아나,2017-01-12,287999500,7.6,-58203500,-16.8,10733352407,45856,-4221,-8.4,1387379,591,1301,2017-01-25,
5,5,-1,OLD,20161872,너의 이름은.,2017-01-04,239371500,6.3,-69508200,-22.5,25526269756,39161,-2327,-5.6,3173228,478,1110,2017-01-25,
6,6,92,OLD,20168154,딥워터 호라이즌,2017-01-25,78334600,2.1,78334600,100,92238600,12845,12845,100,14654,425,1203,2017-01-25,
7,7,-1,OLD,20167904,라라랜드,2016-12-07,58983000,1.6,-13108500,-18.2,25536876628,9443,66,0.7,3051101,188,293,2017-01-25,
8,8,0,NEW,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,61103000,1.6,61103000,100,82767000,8967,8967,100,11675,315,452,2017-01-25,
9,9,-4,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,40966900,1.1,-34082000,-45.4,2241412000,6112,-4763,-43.8,303598,323,480,2017-01-25,
10,10,-3,OLD,20168381,얼라이드,2017-01-11,22343500,0.6,-25229900,-53,3922576679,3858,-2569,-40,477967,151,209,2017-01-25,
1,1,0,OLD,20151229,더 킹,2017-01-18,1204847600,49.4,15688700,1.3,19008926329,199750,43001,27.4,2372889,1071,4658,2017-01-25,_K
2,2,0,OLD,20151228,공조,2017-01-18,1172426200,48.1,149891450,14.7,12711036335,193551,57857,42.6,1621572,987,4227,2017-01-25,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,40966900,1.7,-34082000,-45.4,2241412000,6112,-4763,-43.8,303598,323,480,2017-01-25,_K
4,4,1,OLD,20144641,판도라,2016-12-07,5315000,0.2,-374000,-6.6,36054111564,912,-139,-13.2,4581723,7,7,2017-01-25,_K
5,5,-1,OLD,20161725,마스터,2016-12-21,2706500,0.1,-18318400,-87.1,57989614965,436,-2388,-84.6,7139419,35,50,2017-01-25,_K
6,6,14,OLD,20150966,사랑하기 때문에,2017-01-04,1676000,0.1,1464000,690.6,2667465440,290,260,866.7,339869,18,18,2017-01-25,_K
7,7,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,2260700,0.1,-805300,-26.3,121550300,286,-159,-35.7,15460,29,31,2017-01-25,_K
8,8,0,NEW,20158799,눈길,2017-03-01,1840000,0.1,1840000,100,2052000,230,230,100,283,1,1,2017-01-25,_K
9,9,1,OLD,20160881,문영,2017-01-12,1313100,0.1,51100,4,44592899,187,12,6.9,5962,8,10,2017-01-25,_K
10,10,6,OLD,19598036,여사장, ,310000,0.0,190000,158.3,3380000,155,95,158.3,1694,1,2,2017-01-25,_K
1,1,0,NEW,20168688,레지던트 이블: 파멸의 날,2017-01-25,475128400,34.9,475128400,100,478336400,71038,71038,100,71439,545,2068,2017-01-25,_F
2,2,-1,OLD,20165443,모아나,2017-01-12,287999500,21.1,-58203500,-16.8,10733352407,45856,-4221,-8.4,1387379,591,1301,2017-01-25,_F
3,3,-1,OLD,20161872,너의 이름은.,2017-01-04,239371500,17.6,-69508200,-22.5,25526269756,39161,-2327,-5.6,3173228,478,1110,2017-01-25,_F
4,4,66,OLD,20168154,딥워터 호라이즌,2017-01-25,78334600,5.8,78334600,100,92238600,12845,12845,100,14654,425,1203,2017-01-25,_F
5,5,-2,OLD,20167904,라라랜드,2016-12-07,58983000,4.3,-13108500,-18.2,25536876628,9443,66,0.7,3051101,188,293,2017-01-25,_F
6,6,0,NEW,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,61103000,4.5,61103000,100,82767000,8967,8967,100,11675,315,452,2017-01-25,_F
7,7,-3,OLD,20168381,얼라이드,2017-01-11,22343500,1.6,-25229900,-53,3922576679,3858,-2569,-40,477967,151,209,2017-01-25,_F
8,8,4,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,38217000,2.8,30811000,416,45623000,3767,3139,499.8,4395,56,77,2017-01-25,_F
9,9,18,OLD,20165822,매기스 플랜,2017-01-25,15556100,1.1,14111100,976.5,35077100,2278,2132,1460.3,4594,69,118,2017-01-25,_F
10,10,1,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,13920500,1.0,6992500,100.9,48971500,2118,1252,144.6,6625,186,238,2017-01-25,_F
1,1,1,OLD,20151228,공조,2017-01-18,1830307900,35.5,657881700,56.1,14541344235,238425,44874,23.2,1859997,991,4491,2017-01-26,
2,2,-1,OLD,20151229,더 킹,2017-01-18,1642336400,31.8,437488800,36.3,20651262729,212532,12782,6.4,2585421,1046,4860,2017-01-26,
3,3,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,574263900,11.1,99135500,20.9,1052600300,72754,1716,2.4,144193,546,2108,2017-01-26,
4,4,0,OLD,20165443,모아나,2017-01-12,309480100,6.0,21480600,7.5,11042832507,42954,-2902,-6.3,1430333,571,1340,2017-01-26,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,299673600,5.8,60302100,25.2,25825943356,39450,289,0.7,3212678,495,1131,2017-01-26,
6,6,0,OLD,20168154,딥워터 호라이즌,2017-01-25,100009900,1.9,21675300,27.7,192248500,13332,487,3.8,27986,433,1176,2017-01-26,
7,7,0,OLD,20167904,라라랜드,2016-12-07,97691300,1.9,38708300,65.6,25634567928,12680,3237,34.3,3063781,191,310,2017-01-26,
8,8,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53014000,1.0,-8089000,-13.2,135781000,7644,-1323,-14.8,19319,321,455,2017-01-26,
9,9,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,48032300,0.9,7065400,17.2,2289444300,6920,808,13.2,310518,326,481,2017-01-26,
10,10,1,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,56639900,1.1,18422900,48.2,102262900,4547,780,20.7,8942,54,79,2017-01-26,
1,1,1,OLD,20151228,공조,2017-01-18,1830307900,51.8,657881700,56.1,14541344235,238425,44874,23.2,1859997,991,4491,2017-01-26,_K
2,2,-1,OLD,20151229,더 킹,2017-01-18,1642336400,46.5,437488800,36.3,20651262729,212532,12782,6.4,2585421,1046,4860,2017-01-26,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,48032300,1.4,7065400,17.2,2289444300,6920,808,13.2,310518,326,481,2017-01-26,_K
4,4,1,OLD,20161725,마스터,2016-12-21,4890000,0.1,2183500,80.7,57994504965,689,253,58,7140108,37,54,2017-01-26,_K
5,5,1,OLD,20150966,사랑하기 때문에,2017-01-04,1765000,0.0,89000,5.3,2669230440,307,17,5.9,340176,20,20,2017-01-26,_K
6,6,7,OLD,20151181,여교사,2017-01-04,1184000,0.0,560000,89.7,941471460,210,107,103.9,114913,9,11,2017-01-26,_K
7,7,2,OLD,20160881,문영,2017-01-12,1359000,0.0,45900,3.5,45951899,158,-29,-15.5,6120,6,8,2017-01-26,_K
8,8,6,OLD,20157631,다른 길이 있다,2017-01-19,859500,0.0,341500,65.9,17100200,115,31,36.9,2133,15,17,2017-01-26,_K
9,8,0,OLD,20158799,눈길,2017-03-01,920000,0.0,-920000,-50,2972000,115,-115,-50,398,1,1,2017-01-26,_K
10,10,-6,OLD,20144641,판도라,2016-12-07,420000,0.0,-4895000,-92.1,36054531564,104,-808,-88.6,4581827,2,2,2017-01-26,_K
1,1,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,574263900,35.3,99135500,20.9,1052600300,72754,1716,2.4,144193,546,2108,2017-01-26,_F
2,2,0,OLD,20165443,모아나,2017-01-12,309480100,19.0,21480600,7.5,11042832507,42954,-2902,-6.3,1430333,571,1340,2017-01-26,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,299673600,18.4,60302100,25.2,25825943356,39450,289,0.7,3212678,495,1131,2017-01-26,_F
4,4,0,OLD,20168154,딥워터 호라이즌,2017-01-25,100009900,6.1,21675300,27.7,192248500,13332,487,3.8,27986,433,1176,2017-01-26,_F
5,5,0,OLD,20167904,라라랜드,2016-12-07,97691300,6.0,38708300,65.6,25634567928,12680,3237,34.3,3063781,191,310,2017-01-26,_F
6,6,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53014000,3.3,-8089000,-13.2,135781000,7644,-1323,-14.8,19319,321,455,2017-01-26,_F
7,7,1,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,56639900,3.5,18422900,48.2,102262900,4547,780,20.7,8942,54,79,2017-01-26,_F
8,8,-1,OLD,20168381,얼라이드,2017-01-11,29840500,1.8,7497000,33.6,3952417179,3764,-94,-2.4,481731,144,213,2017-01-26,_F
9,9,0,OLD,20165822,매기스 플랜,2017-01-25,24348200,1.5,8792100,56.5,59425300,3183,905,39.7,7777,94,151,2017-01-26,_F
10,10,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,14655000,0.9,2695000,22.5,29177000,2212,341,18.2,4449,125,166,2017-01-26,_F
1,1,0,OLD,20151228,공조,2017-01-18,4057287634,42.6,2226979734,121.7,18598631869,472221,233796,98.1,2332218,1177,5360,2017-01-27,
2,2,0,OLD,20151229,더 킹,2017-01-18,2826186112,29.6,1183849712,72.1,23477448841,326785,114253,53.8,2912206,1118,5067,2017-01-27,
3,3,1,OLD,20165443,모아나,2017-01-12,732270400,7.7,422790300,136.6,11775102907,88759,45805,106.6,1519092,693,1650,2017-01-27,
4,4,-1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,703366389,7.4,129102489,22.5,1755966689,78851,6097,8.4,223044,578,1759,2017-01-27,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,449140500,4.7,149466900,49.9,26275083856,53932,14482,36.7,3266610,529,1094,2017-01-27,
6,6,3,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,148641200,1.6,100608900,209.5,2438085500,18976,12056,174.2,329494,412,612,2017-01-27,
7,7,0,OLD,20167904,라라랜드,2016-12-07,146189400,1.5,48498100,49.6,25780757328,16867,4187,33,3080648,189,316,2017-01-27,
8,8,-2,OLD,20168154,딥워터 호라이즌,2017-01-25,109502977,1.1,9493077,9.5,301751477,13037,-295,-2.2,41023,400,739,2017-01-27,
